Date,ID,Case Number,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2014-10-23 07:30:00,9828939.0,HX478626,003XX E OHIO ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,1.0,0.0,1834.0,18.0,42.0,8.0,26,1178991.0,1904238.0,2014.0,10/30/2014 12:40:48 PM,41.892525791,-87.618084874,"(41.892525791, -87.618084874)"
2014-10-23 08:00:00,9829818.0,HX479447,113XX S FOREST AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0.0,0.0,531.0,5.0,9.0,49.0,05,1180237.0,1829532.0,2014.0,10/30/2014 12:40:48 PM,41.687497009,-87.615798708,"(41.687497009, -87.615798708)"
2014-10-23 08:30:00,9833103.0,HX483140,019XX W 21ST PL,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,0.0,0.0,1234.0,12.0,25.0,31.0,07,1163712.0,1889713.0,2014.0,10/30/2014 12:40:48 PM,41.853003714,-87.674607523,"(41.853003714, -87.674607523)"
2014-10-23 09:00:00,9886326.0,HX536891,007XX E 79TH ST,0810,THEFT,OVER $500,MEDICAL/DENTAL OFFICE,0.0,0.0,624.0,6.0,6.0,44.0,06,1182776.0,1852754.0,2014.0,12/11/2014 12:47:57 PM,41.751162588,-87.605785383,"(41.751162588, -87.605785383)"
2014-10-23 09:30:00,9849121.0,HX497685,011XX E 95TH ST,0810,THEFT,OVER $500,OTHER,0.0,0.0,511.0,5.0,8.0,50.0,06,1185463.0,1842174.0,2014.0,11/07/2014 12:42:06 PM,41.722067164,-87.596271018,"(41.722067164, -87.596271018)"
2014-10-23 10:00:00,9829519.0,HX478973,050XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",0.0,0.0,933.0,9.0,16.0,61.0,06,1167224.0,1871460.0,2014.0,10/30/2014 12:40:48 PM,41.802840965,-87.662240696,"(41.802840965, -87.662240696)"
2014-10-23 10:30:00,9829227.0,HX478749,031XX W GRAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PRIVATE, GROUNDS",0.0,0.0,1211.0,12.0,26.0,23.0,04A,1155450.0,1905895.0,2014.0,10/30/2014 12:40:48 PM,41.897578702,-87.704496733,"(41.897578702, -87.704496733)"
2014-10-23 11:00:00,9875713.0,HX526639,028XX N MILWAUKEE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,0.0,0.0,1412.0,14.0,35.0,21.0,11,1153207.0,1918401.0,2014.0,12/02/2014 12:51:55 PM,41.931941083,-87.712402501,"(41.931941083, -87.712402501)"
2014-10-23 11:30:00,9829326.0,HX478917,010XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,1212.0,12.0,1.0,24.0,07,1160251.0,1907178.0,2014.0,10/30/2014 12:40:48 PM,41.901001442,-87.686827685,"(41.901001442, -87.686827685)"
2014-10-23 12:00:00,9862636.0,HX512369,011XX N LECLAIRE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,0.0,0.0,1531.0,15.0,37.0,25.0,11,1142192.0,1907207.0,2014.0,11/20/2014 12:39:55 PM,41.901435317,-87.753159739,"(41.901435317, -87.753159739)"
2014-10-23 12:30:00,9836147.0,HX485830,094XX S SANGAMON ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0.0,0.0,2223.0,22.0,21.0,73.0,05,1171685.0,1842168.0,2014.0,10/30/2014 12:40:48 PM,41.722363327,-87.646737696,"(41.722363327, -87.646737696)"
2014-10-23 13:00:00,9829374.0,HX478959,021XX S KEDZIE AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,1.0,0.0,1022.0,10.0,24.0,30.0,18,1155317.0,1889498.0,2014.0,10/30/2014 12:40:48 PM,41.852586319,-87.705425805,"(41.852586319, -87.705425805)"
2014-10-23 13:30:00,9834412.0,HX484439,028XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0.0,0.0,1412.0,14.0,35.0,21.0,06,1153935.0,1918572.0,2014.0,10/30/2014 12:40:48 PM,41.932395821,-87.709722623,"(41.932395821, -87.709722623)"
2014-10-23 14:00:00,9920889.0,HY108780,007XX N WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0.0,0.0,1833.0,18.0,42.0,8.0,05,1176636.0,1905591.0,2014.0,01/14/2015 12:47:01 PM,41.896292035,-87.626692799,"(41.896292035, -87.626692799)"
2014-10-23 14:30:00,9829654.0,HX479313,076XX N ROGERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0.0,1.0,2422.0,24.0,49.0,1.0,08B,1165594.0,1950799.0,2014.0,10/30/2014 12:40:48 PM,42.020587086,-87.665954589,"(42.020587086, -87.665954589)"
2014-10-23 15:00:00,9843743.0,HX493207,037XX N LARAMIE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"SCHOOL, PUBLIC, GROUNDS",1.0,1.0,1634.0,16.0,38.0,15.0,26,1140988.0,1924469.0,2014.0,12/01/2014 12:39:46 PM,41.948826322,-87.757156168,"(41.948826322, -87.757156168)"
2014-10-23 15:30:00,9844116.0,HX493508,017XX W 47TH ST,0820,THEFT,$500 AND UNDER,SIDEWALK,0.0,0.0,924.0,9.0,20.0,61.0,06,1165376.0,1873572.0,2014.0,11/04/2014 12:43:25 PM,41.808675933,-87.668958278,"(41.808675933, -87.668958278)"
2014-10-23 16:00:00,9862204.0,HX479281,092XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0.0,0.0,413.0,4.0,8.0,48.0,14,1190091.0,1843908.0,2014.0,11/20/2014 12:38:10 PM,41.726715454,-87.579263977,"(41.726715454, -87.579263977)"
2014-10-23 16:30:00,9871299.0,HX521625,055XX S TALMAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0.0,0.0,824.0,8.0,16.0,63.0,11,1159693.0,1867680.0,2014.0,11/27/2014 12:40:59 PM,41.79262618,-87.689964141,"(41.79262618, -87.689964141)"
2014-10-23 17:00:00,9857446.0,HX506400,092XX S CALUMET AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,0.0,0.0,633.0,6.0,6.0,49.0,26,1180175.0,1843477.0,2014.0,11/15/2014 12:36:37 PM,41.725765366,-87.615600188,"(41.725765366, -87.615600188)"
2014-10-23 17:30:00,9829746.0,HX479454,088XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,412.0,4.0,8.0,48.0,14,1188502.0,1846602.0,2014.0,10/30/2014 12:40:48 PM,41.734146118,-87.584998777,"(41.734146118, -87.584998777)"
2014-10-23 18:00:00,9920362.0,HX479596,079XX S MARYLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,1.0,0.0,624.0,6.0,8.0,44.0,26,1183328.0,1852247.0,2014.0,01/14/2015 12:47:01 PM,41.7497585,-87.603778353,"(41.7497585, -87.603778353)"
2014-10-23 18:30:00,9831267.0,HX480903,003XX E 48TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,0.0,0.0,224.0,2.0,3.0,38.0,08A,1178890.0,1873298.0,2014.0,10/30/2014 12:40:48 PM,41.807626685,-87.619400492,"(41.807626685, -87.619400492)"
2014-10-23 19:00:00,9840851.0,HX489509,003XX E NORTH WATER ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,0.0,0.0,1834.0,18.0,42.0,8.0,08B,1178390.0,1903115.0,2014.0,11/01/2014 12:39:11 PM,41.889457952,-87.620326344,"(41.889457952, -87.620326344)"
2014-10-23 19:30:00,9831035.0,HX480391,011XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,0.0,0.0,1224.0,12.0,27.0,28.0,06,1168557.0,1900637.0,2014.0,11/12/2014 12:41:19 PM,41.882876675,-87.656508725,"(41.882876675, -87.656508725)"
2014-10-23 20:00:00,9830327.0,HX479887,014XX W 69TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,0.0,0.0,725.0,7.0,17.0,67.0,14,1168052.0,1859034.0,2014.0,10/30/2014 12:40:48 PM,41.768724739,-87.659561161,"(41.768724739, -87.659561161)"
2014-10-23 20:30:00,9829898.0,HX479607,036XX N SAWYER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,0.0,0.0,1733.0,17.0,33.0,16.0,03,1154031.0,1924122.0,2014.0,11/03/2014 12:39:00 PM,41.947623515,-87.709221341,"(41.947623515, -87.709221341)"
2014-10-23 21:00:00,9888373.0,HX538608,046XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,OTHER,0.0,0.0,1914.0,19.0,46.0,3.0,06,1168826.0,1930792.0,2014.0,12/12/2014 12:38:27 PM,41.965617737,-87.654644546,"(41.965617737, -87.654644546)"
2014-10-23 21:30:00,9832388.0,HX482400,049XX W ALTGELD ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,1.0,1.0,2521.0,25.0,31.0,19.0,20,1142907.0,1916220.0,2014.0,01/02/2015 12:38:38 PM,41.926154658,-87.750308391,"(41.926154658, -87.750308391)"
2014-10-23 22:00:00,9848073.0,HX496129,131XX S ST LAWRENCE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,0.0,0.0,533.0,5.0,9.0,54.0,11,1182620.0,1818385.0,2014.0,11/08/2014 12:36:26 PM,41.65685323,-87.607418662,"(41.65685323, -87.607418662)"
2014-10-23 22:30:00,9831241.0,HX480772,026XX S KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0.0,0.0,1032.0,10.0,22.0,30.0,05,1155413.0,1886216.0,2014.0,11/15/2014 12:36:37 PM,41.843578204,-87.705161568,"(41.843578204, -87.705161568)"
2014-10-23 23:00:00,9841860.0,HX491277,016XX S ST LOUIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0.0,0.0,1021.0,10.0,24.0,29.0,06,1153274.0,1891294.0,2014.0,11/02/2014 12:37:16 PM,41.857555503,-87.71287665,"(41.857555503, -87.71287665)"
2014-10-23 23:30:00,9830370.0,HX480001,030XX N SEMINARY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,0.0,0.0,1933.0,19.0,44.0,6.0,11,1168463.0,1920294.0,2014.0,12/19/2014 12:48:32 PM,41.936818691,-87.656284136,"(41.936818691, -87.656284136)"
2014-10-24 00:00:00,9830582.0,HX479879,007XX N KILBOURN AVE,0810,THEFT,OVER $500,GOVERNMENT BUILDING/PROPERTY,0.0,0.0,1111.0,11.0,28.0,23.0,06,1145767.0,1904615.0,2014.0,10/31/2014 12:38:05 PM,41.894255489,-87.740094078,"(41.894255489, -87.740094078)"
2014-10-24 00:30:00,9829988.0,HX479759,042XX W IRVING PARK RD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,0.0,0.0,1722.0,17.0,38.0,16.0,04B,1147583.0,1926291.0,2014.0,10/31/2014 12:38:05 PM,41.953701819,-87.732866937,"(41.953701819, -87.732866937)"
2014-10-24 01:00:00,9903783.0,HX553778,067XX S COTTAGE GROVE AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,0.0,0.0,321.0,3.0,20.0,42.0,05,1182678.0,1860568.0,2014.0,12/25/2014 12:40:56 PM,41.772607266,-87.605902356,"(41.772607266, -87.605902356)"
2014-10-24 01:30:00,9830037.0,HX479773,087XX S LAFLIN ST,0560,ASSAULT,SIMPLE,RESIDENCE,0.0,1.0,2222.0,22.0,21.0,71.0,08A,1167908.0,1846524.0,2014.0,10/31/2014 12:38:05 PM,41.734398671,-87.660447619,"(41.734398671, -87.660447619)"
2014-10-24 02:00:00,9830323.0,HX479932,063XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0.0,1.0,726.0,7.0,15.0,67.0,08B,1164819.0,1862402.0,2014.0,10/31/2014 12:38:05 PM,41.778035868,-87.67131673,"(41.778035868, -87.67131673)"
2014-10-24 02:30:00,9830349.0,HX479890,099XX S PARNELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0.0,0.0,2232.0,22.0,9.0,73.0,26,1174346.0,1838956.0,2014.0,10/31/2014 12:38:05 PM,41.713490495,-87.637085984,"(41.713490495, -87.637085984)"
2014-10-24 03:00:00,9839284.0,HX488431,025XX N MILWAUKEE AVE,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,0.0,0.0,1414.0,14.0,35.0,22.0,06,1155439.0,1916718.0,2014.0,10/31/2014 12:38:05 PM,41.927278152,-87.70424557,"(41.927278152, -87.70424557)"
2014-10-24 03:30:00,9830300.0,HX479823,066XX S DREXEL AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,1.0,0.0,321.0,3.0,5.0,42.0,24,1183408.0,1861119.0,2014.0,10/31/2014 12:38:05 PM,41.774102287,-87.60320926,"(41.774102287, -87.60320926)"
2014-10-24 04:00:00,9831152.0,HX480788,068XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0.0,0.0,322.0,3.0,20.0,69.0,14,1178303.0,1859690.0,2014.0,10/31/2014 12:38:05 PM,41.770298367,-87.621966388,"(41.770298367, -87.621966388)"
2014-10-24 04:30:00,9830120.0,HX479831,082XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0.0,1.0,631.0,6.0,8.0,44.0,08B,1184038.0,1850557.0,2014.0,10/31/2014 12:38:05 PM,41.745104413,-87.601229333,"(41.745104413, -87.601229333)"
2014-10-24 05:00:00,9831898.0,HX481422,054XX W BARRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,0.0,0.0,2514.0,25.0,30.0,19.0,14,1139364.0,1920113.0,2014.0,10/31/2014 12:38:05 PM,41.936902827,-87.763232284,"(41.936902827, -87.763232284)"
2014-10-24 05:30:00,9831127.0,HX480684,049XX W CARMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0.0,0.0,1623.0,16.0,45.0,12.0,07,1142362.0,1933493.0,2014.0,10/31/2014 12:38:05 PM,41.973563491,-87.751880435,"(41.973563491, -87.751880435)"
2014-10-24 06:00:00,9830416.0,HX480073,026XX S DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,0.0,1032.0,10.0,22.0,30.0,14,1153082.0,1886431.0,2014.0,10/31/2014 12:38:05 PM,41.844214657,-87.713710208,"(41.844214657, -87.713710208)"
2014-10-24 06:30:00,9831184.0,HX480638,029XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0.0,0.0,1934.0,19.0,44.0,6.0,06,1173765.0,1919483.0,2014.0,10/31/2014 12:38:05 PM,41.934476723,-87.63682296,"(41.934476723, -87.63682296)"
2014-10-24 07:00:00,9831438.0,HX481120,016XX N NAGLE AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,0.0,0.0,2513.0,25.0,36.0,25.0,05,1133017.0,1910107.0,2014.0,11/02/2014 12:36:01 PM,41.909558615,-87.786793178,"(41.909558615, -87.786793178)"
2014-10-24 07:30:00,9830212.0,HX479886,023XX N STOCKTON DR,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,0.0,0.0,1814.0,18.0,43.0,7.0,14,1174071.0,1916179.0,2014.0,10/31/2014 12:38:05 PM,41.925403593,-87.635797204,"(41.925403593, -87.635797204)"
2014-10-24 08:00:00,9830617.0,HX480056,086XX S VINCENNES AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,0.0,0.0,622.0,6.0,21.0,71.0,14,1172614.0,1847669.0,2014.0,10/31/2014 12:38:05 PM,41.737438449,-87.64317334,"(41.737438449, -87.64317334)"
2014-10-24 08:30:00,9830561.0,HX479971,063XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,0.0,0.0,725.0,7.0,16.0,67.0,06,1166712.0,1862870.0,2014.0,10/31/2014 12:38:05 PM,41.77927992,-87.664363567,"(41.77927992, -87.664363567)"
2014-10-24 09:00:00,9879455.0,HX530229,043XX S CAMPBELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,0.0,0.0,922.0,9.0,12.0,58.0,11,1160463.0,1875485.0,2014.0,12/05/2014 12:46:44 PM,41.814028249,-87.686925397,"(41.814028249, -87.686925397)"
2014-10-24 09:30:00,9830526.0,HX480034,062XX N WASHTENAW AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,1.0,0.0,2413.0,24.0,50.0,2.0,18,1157233.0,1941513.0,2014.0,10/31/2014 12:38:05 PM,41.99528075,-87.69697671,"(41.99528075, -87.69697671)"
2014-10-24 10:00:00,9830996.0,HX480395,025XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0.0,0.0,832.0,8.0,15.0,66.0,14,1160652.0,1860104.0,2014.0,10/31/2014 12:38:05 PM,41.771816846,-87.686656521,"(41.771816846, -87.686656521)"
2014-10-24 10:30:00,9830684.0,HX480237,011XX W 66TH ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",1.0,0.0,724.0,7.0,17.0,68.0,26,1169672.0,1861069.0,2014.0,10/31/2014 12:38:05 PM,41.774274054,-87.65356409,"(41.774274054, -87.65356409)"
2014-10-24 11:00:00,9830512.0,HX480128,078XX S OGLESBY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,0.0,0.0,414.0,4.0,7.0,43.0,06,1193265.0,1853533.0,2014.0,10/31/2014 12:38:05 PM,41.753050408,-87.567323643,"(41.753050408, -87.567323643)"
2014-10-24 11:30:00,9830650.0,HX480204,034XX W WILSON AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",1.0,0.0,1723.0,17.0,33.0,14.0,06,1152452.0,1930390.0,2014.0,10/31/2014 12:38:05 PM,41.964854744,-87.714859111,"(41.964854744, -87.714859111)"
2014-10-24 12:00:00,9896242.0,HX546639,061XX S CARPENTER ST,0810,THEFT,OVER $500,APARTMENT,0.0,0.0,712.0,7.0,16.0,68.0,06,1170407.0,1864057.0,2014.0,12/19/2014 12:48:32 PM,41.782457509,-87.650782775,"(41.782457509, -87.650782775)"
2014-10-24 12:30:00,9832193.0,HX482159,005XX W KINZIE ST,0810,THEFT,OVER $500,SIDEWALK,0.0,0.0,1214.0,12.0,42.0,28.0,06,1172550.0,1902880.0,2014.0,10/31/2014 12:38:05 PM,41.888944256,-87.641780005,"(41.888944256, -87.641780005)"
2014-10-24 13:00:00,9880642.0,HX531246,004XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,0.0,0.0,1831.0,18.0,42.0,8.0,11,1174624.0,1903004.0,2014.0,12/06/2014 12:46:38 PM,41.8892384,-87.634159837,"(41.8892384, -87.634159837)"
2014-10-24 13:30:00,9830962.0,HX480454,015XX W HENDERSON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,0.0,0.0,1922.0,19.0,44.0,6.0,11,1165289.0,1922276.0,2014.0,10/31/2014 12:38:05 PM,41.942325595,-87.66789242,"(41.942325595, -87.66789242)"
2014-10-24 14:00:00,9830961.0,HX480427,030XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",1.0,0.0,133.0,1.0,2.0,35.0,08B,1179263.0,1885133.0,2014.0,10/31/2014 12:38:05 PM,41.840094342,-87.617670874,"(41.840094342, -87.617670874)"
2014-10-24 14:30:00,9830980.0,HX480428,026XX W BALMORAL AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,1.0,0.0,2011.0,20.0,40.0,4.0,26,1157662.0,1935722.0,2014.0,10/31/2014 12:38:05 PM,41.979381232,-87.695557264,"(41.979381232, -87.695557264)"
2014-10-24 15:00:00,9831901.0,HX481730,048XX S ADA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,0.0,0.0,933.0,9.0,20.0,61.0,07,1168100.0,1872865.0,2014.0,10/31/2014 12:38:05 PM,41.806677628,-87.658987582,"(41.806677628, -87.658987582)"
2014-10-24 15:30:00,9831680.0,HX481486,057XX S HONORE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0.0,0.0,715.0,7.0,15.0,67.0,05,1164965.0,1866408.0,2014.0,11/15/2014 12:36:37 PM,41.78902576,-87.670668304,"(41.78902576, -87.670668304)"
2014-10-24 16:00:00,9831345.0,HX480551,014XX E 95TH ST,0890,THEFT,FROM BUILDING,FACTORY/MANUFACTURING BUILDING,0.0,0.0,511.0,5.0,8.0,50.0,06,1186946.0,1842217.0,2014.0,11/21/2014 12:37:57 PM,41.72215019,-87.590837728,"(41.72215019, -87.590837728)"
2014-10-24 16:30:00,9831133.0,HX480765,056XX S NASHVILLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0.0,1.0,811.0,8.0,23.0,56.0,08B,1133312.0,1866316.0,2014.0,10/31/2014 12:38:05 PM,41.789384154,-87.786733411,"(41.789384154, -87.786733411)"
2014-10-24 17:00:00,9880500.0,HX531165,088XX S EMERALD AVE,0810,THEFT,OVER $500,ABANDONED BUILDING,0.0,0.0,2223.0,22.0,21.0,71.0,06,1172822.0,1846047.0,2014.0,12/06/2014 12:46:38 PM,41.732982882,-87.64245899,"(41.732982882, -87.64245899)"
2014-10-24 17:30:00,9831555.0,HX481105,109XX S VERNON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0.0,0.0,513.0,5.0,9.0,49.0,26,1181153.0,1832236.0,2014.0,10/31/2014 12:38:05 PM,41.694896175,-87.612362513,"(41.694896175, -87.612362513)"
2014-10-24 18:00:00,9832155.0,HX480894,083XX W BERWYN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1.0,1.0,1614.0,16.0,41.0,10.0,08B,1119448.0,1934089.0,2014.0,11/04/2014 12:41:43 PM,41.975594833,-87.836130047,"(41.975594833, -87.836130047)"
2014-10-24 18:30:00,9832720.0,HX482763,034XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0.0,1.0,1732.0,17.0,30.0,21.0,08B,1149490.0,1922655.0,2014.0,10/31/2014 12:38:05 PM,41.943687471,-87.725951271,"(41.943687471, -87.725951271)"
2014-10-24 19:00:00,9834351.0,HX484151,055XX N MARMORA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0.0,0.0,1622.0,16.0,45.0,11.0,14,1135844.0,1936580.0,2014.0,10/31/2014 12:38:05 PM,41.982153387,-87.775775208,"(41.982153387, -87.775775208)"
2014-10-24 19:30:00,9831817.0,HX481373,046XX W GRACE ST,0820,THEFT,$500 AND UNDER,STREET,0.0,0.0,1731.0,17.0,38.0,15.0,06,1144599.0,1924815.0,2014.0,10/31/2014 12:38:05 PM,41.949708396,-87.743873865,"(41.949708396, -87.743873865)"
2014-10-24 20:00:00,9845790.0,HX495023,048XX W WELLINGTON AVE,0810,THEFT,OVER $500,RESIDENCE,0.0,0.0,2521.0,25.0,31.0,19.0,06,1143477.0,1919467.0,2014.0,11/05/2014 12:45:59 PM,41.935054091,-87.748132453,"(41.935054091, -87.748132453)"
2014-10-24 20:30:00,9832458.0,HX482443,012XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0.0,1.0,1011.0,10.0,24.0,29.0,14,1147615.0,1894210.0,2014.0,10/31/2014 12:38:05 PM,41.865667707,-87.733573931,"(41.865667707, -87.733573931)"
2014-10-24 21:00:00,9903854.0,HX554033,082XX S HOUSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0.0,0.0,424.0,4.0,10.0,46.0,05,1197878.0,1850953.0,2014.0,12/25/2014 12:40:56 PM,41.745856755,-87.550505191,"(41.745856755, -87.550505191)"
2014-10-24 21:30:00,9831294.0,HX480954,028XX W ARTHINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,1.0,0.0,1135.0,11.0,28.0,27.0,18,1157348.0,1895868.0,2014.0,10/31/2014 12:38:05 PM,41.870025277,-87.697798318,"(41.870025277, -87.697798318)"
2014-10-24 22:00:00,9831807.0,HX481617,009XX W ARGYLE ST,0820,THEFT,$500 AND UNDER,APARTMENT,0.0,0.0,2024.0,20.0,48.0,3.0,06,1169313.0,1933571.0,2014.0,10/31/2014 12:38:05 PM,41.973232794,-87.652772796,"(41.973232794, -87.652772796)"
2014-10-24 22:30:00,9831419.0,HX481046,044XX S SACRAMENTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1.0,1.0,922.0,9.0,14.0,58.0,08B,1157156.0,1874747.0,2014.0,10/31/2014 12:38:05 PM,41.812070704,-87.69907583,"(41.812070704, -87.69907583)"
2014-10-24 23:00:00,9831374.0,HX481057,045XX W MONROE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,1.0,0.0,1113.0,11.0,28.0,26.0,16,1145956.0,1899315.0,2014.0,10/31/2014 12:38:05 PM,41.879708092,-87.739534628,"(41.879708092, -87.739534628)"
2014-10-24 23:30:00,9831408.0,HX481073,033XX W RICE ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,1.0,0.0,1121.0,11.0,27.0,23.0,26,1153768.0,1905505.0,2014.0,10/31/2014 12:38:05 PM,41.896542169,-87.710684948,"(41.896542169, -87.710684948)"
2014-10-25 00:00:00,9836924.0,HX485893,006XX N FAIRBANKS CT,0810,THEFT,OVER $500,RESIDENCE-GARAGE,0.0,0.0,1834.0,18.0,42.0,8.0,06,1178359.0,1904288.0,2014.0,11/01/2014 12:39:11 PM,41.892677427,-87.620404396,"(41.892677427, -87.620404396)"
2014-10-25 00:30:00,9831760.0,HX481375,0000X W ILLINOIS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,0.0,0.0,1831.0,18.0,42.0,8.0,06,1175706.0,1903631.0,2014.0,11/01/2014 12:39:11 PM,41.89093466,-87.630167469,"(41.89093466, -87.630167469)"
2014-10-25 01:00:00,9831479.0,HX481190,059XX W NORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,0.0,0.0,2531.0,25.0,29.0,25.0,03,1136684.0,1909990.0,2014.0,11/01/2014 12:39:11 PM,41.909172645,-87.773324774,"(41.909172645, -87.773324774)"
2014-10-25 01:30:00,9834264.0,HX484211,105XX S AVENUE G,0820,THEFT,$500 AND UNDER,APARTMENT,0.0,0.0,432.0,4.0,10.0,52.0,06,1203203.0,1835754.0,2014.0,11/01/2014 12:39:11 PM,41.704015029,-87.531512579,"(41.704015029, -87.531512579)"
2014-10-25 02:00:00,9831742.0,HX481558,105XX S WALDEN PKWY,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0.0,1.0,2212.0,22.0,19.0,72.0,26,1165459.0,1834961.0,2014.0,11/01/2014 12:39:11 PM,41.702720154,-87.669746187,"(41.702720154, -87.669746187)"
